Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-12 04:00:00-04:00,179.79,180.1,178.93,179.19,0,0.0,0.0
2024-03-12 05:00:00-04:00,179.17,179.55,179.06,179.44,0,0.0,0.0
2024-03-12 06:00:00-04:00,179.47,179.9,179.4,179.69,0,0.0,0.0
2024-03-12 07:00:00-04:00,179.68,179.8,178.8,179.16,0,0.0,0.0
2024-03-12 08:00:00-04:00,179.14,180.54,177.77,179.15,0,0.0,0.0
2024-03-12 09:00:00-04:00,179.09,182.26,175.0,178.94,0,0.0,0.0
2024-03-12 09:30:00-04:00,177.08999633789062,177.17999267578125,172.41009521484375,175.29989624023438,31864939,0.0,0.0
2024-03-12 10:30:00-04:00,175.3000030517578,178.77999877929688,174.83999633789062,178.5500030517578,15417467,0.0,0.0
2024-03-12 11:30:00-04:00,178.5679931640625,179.0800018310547,176.75999450683594,178.11000061035156,11641514,0.0,0.0
2024-03-12 12:30:00-04:00,178.11000061035156,178.1999969482422,176.8300018310547,178.10459899902344,7815653,0.0,0.0
2024-03-12 13:30:00-04:00,178.1199951171875,178.70989990234375,177.8000030517578,178.6999969482422,5397915,0.0,0.0
2024-03-12 14:30:00-04:00,178.78329467773438,179.42999267578125,178.50999450683594,179.05499267578125,6361959,0.0,0.0
2024-03-12 15:30:00-04:00,179.07000732421875,179.08999633789062,177.32000732421875,177.4810028076172,5377583,0.0,0.0
2024-03-12 16:00:00-04:00,177.48,189.84767,165.378,177.54,0,0.0,0.0
2024-03-12 17:00:00-04:00,177.52,177.67,177.35,177.515,0,0.0,0.0
2024-03-12 18:00:00-04:00,177.52,177.9795,177.37,177.78,0,0.0,0.0
2024-03-12 19:00:00-04:00,177.78,177.98,177.69,177.95,0,0.0,0.0
