Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-26 04:00:00-04:00,174.56,177.82,174.56,177.8,0,0.0,0.0
2024-03-26 05:00:00-04:00,177.84,178.8,177.13,178.19,0,0.0,0.0
2024-03-26 06:00:00-04:00,178.2,178.75,177.75,177.96,0,0.0,0.0
2024-03-26 07:00:00-04:00,177.97,178.76,177.72,178.68,0,0.0,0.0
2024-03-26 08:00:00-04:00,178.7,178.7852,174.4,177.93,0,0.0,0.0
2024-03-26 09:00:00-04:00,177.9309,178.72,168.915,178.6064,0,0.0,0.0
2024-03-26 09:30:00-04:00,178.60000610351562,183.32000732421875,177.63009643554688,182.23890686035156,43728498,0.0,0.0
2024-03-26 10:30:00-04:00,182.21200561523438,184.25,181.3820037841797,181.86500549316406,18572175,0.0,0.0
2024-03-26 11:30:00-04:00,181.86500549316406,182.27999877929688,179.7899932861328,180.52000427246094,15163750,0.0,0.0
2024-03-26 12:30:00-04:00,180.5019989013672,181.0,178.85000610351562,179.30499267578125,9668303,0.0,0.0
2024-03-26 13:30:00-04:00,179.30499267578125,179.8800048828125,178.7100067138672,179.02499389648438,7137225,0.0,0.0
2024-03-26 14:30:00-04:00,179.02000427246094,179.5959930419922,178.44000244140625,178.52200317382812,7294304,0.0,0.0
2024-03-26 15:30:00-04:00,178.54989624023438,178.5800018310547,177.3800048828125,177.69000244140625,6656129,0.0,0.0
2024-03-26 16:00:00-04:00,177.7,189.8477,172.63,178.885,0,0.0,0.0
2024-03-26 17:00:00-04:00,178.9,178.94,177.67,178.59,0,0.0,0.0
2024-03-26 18:00:00-04:00,178.59,178.79,178.15,178.24,0,0.0,0.0
2024-03-26 19:00:00-04:00,178.22,179.0,178.2,178.9899,0,0.0,0.0
