Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-29 04:00:00-05:00,137.7,137.7,136.58,136.64,0,0.0,0.0
2024-02-29 05:00:00-05:00,136.66,137.1,136.64,137.02,0,0.0,0.0
2024-02-29 06:00:00-05:00,136.95,136.96,136.69,136.81,0,0.0,0.0
2024-02-29 07:00:00-05:00,136.8,136.89,136.71,136.75,0,0.0,0.0
2024-02-29 08:00:00-05:00,136.8,137.81,136.51,136.57,0,0.0,0.0
2024-02-29 09:00:00-05:00,136.58,138.34,136.58,137.8,0,0.0,0.0
2024-02-29 09:30:00-05:00,138.5,139.9499969482422,138.3000030517578,138.75999450683594,6074008,0.0,0.0
2024-02-29 10:30:00-05:00,138.76499938964844,138.8000030517578,137.88999938964844,138.0800018310547,3056257,0.0,0.0
2024-02-29 11:30:00-05:00,138.0800018310547,138.16000366210938,137.57000732421875,137.94000244140625,1922514,0.0,0.0
2024-02-29 12:30:00-05:00,137.9470977783203,138.42999267578125,137.93499755859375,138.4001007080078,2568896,0.0,0.0
2024-02-29 13:30:00-05:00,138.41000366210938,138.53500366210938,138.01499938964844,138.40499877929688,1599090,0.0,0.0
2024-02-29 14:30:00-05:00,138.39999389648438,138.89500427246094,138.05999755859375,138.89500427246094,2034100,0.0,0.0
2024-02-29 15:30:00-05:00,138.88999938964844,139.8300018310547,138.625,139.64999389648438,4944280,0.0,0.0
2024-02-29 16:00:00-05:00,139.65,144.47955,134.14453,139.56,0,0.0,0.0
2024-02-29 17:00:00-05:00,139.55,139.61,138.22,139.4,0,0.0,0.0
2024-02-29 18:00:00-05:00,139.4,139.55,139.06,139.4,0,0.0,0.0
