Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-04 04:00:00-05:00,414.6,415.6,414.48,415.04,0,0.0,0.0
2024-03-04 05:00:00-05:00,415.05,415.06,414.35,414.46,0,0.0,0.0
2024-03-04 06:00:00-05:00,414.44,414.66,413.35,413.35,0,0.0,0.0
2024-03-04 07:00:00-05:00,413.4,414.33,412.9,414.07,0,0.0,0.0
2024-03-04 08:00:00-05:00,414.08,416.538,413.02,413.56,0,0.0,0.0
2024-03-04 09:00:00-05:00,413.59,415.5,412.85,412.98,0,0.0,0.0
2024-03-04 09:30:00-05:00,413.0,417.3500061035156,412.32000732421875,414.4700012207031,5017236,0.0,0.0
2024-03-04 10:30:00-05:00,414.4601135253906,415.92999267578125,414.3500061035156,415.8450012207031,0,0.0,0.0
2024-03-04 11:30:00-05:00,415.8699951171875,416.54998779296875,415.42999267578125,416.3599853515625,899667,0.0,0.0
2024-03-04 12:30:00-05:00,416.3699951171875,416.4599914550781,414.8999938964844,415.6099853515625,704429,0.0,0.0
2024-03-04 13:30:00-05:00,415.6300048828125,415.9100036621094,414.6000061035156,414.8800048828125,732813,0.0,0.0
2024-03-04 14:30:00-05:00,414.9100036621094,415.80999755859375,414.5899963378906,415.23199462890625,920274,0.0,0.0
2024-03-04 15:30:00-05:00,415.20001220703125,415.510009765625,414.5799865722656,414.8599853515625,5582720,0.0,0.0
2024-03-04 16:00:00-05:00,414.92,415.307,409.76,414.22,0,0.0,0.0
2024-03-04 17:00:00-05:00,414.22,414.49,406.085,414.395,0,0.0,0.0
2024-03-04 18:00:00-05:00,414.48,421.016,409.99353,413.82,0,0.0,0.0
