Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-20 04:00:00-05:00,180.7,181.9,180.7,181.51,0,0.0,0.0
2024-02-20 05:00:00-05:00,181.45,181.61,181.12,181.28,0,0.0,0.0
2024-02-20 06:00:00-05:00,181.28,181.51,181.23,181.49,0,0.0,0.0
2024-02-20 07:00:00-05:00,181.5,182.05,181.47,181.84,0,0.0,0.0
2024-02-20 08:00:00-05:00,181.83,182.0,181.12,181.76,0,0.0,0.0
2024-02-20 09:00:00-05:00,181.75,184.195,181.7,182.4,0,0.0,0.0
2024-02-20 09:30:00-05:00,182.05499267578125,182.42999267578125,180.2449951171875,180.4600067138672,11558221,0.0,0.0
2024-02-20 10:30:00-05:00,180.4600067138672,181.1649932861328,180.0,181.125,6406312,0.0,0.0
2024-02-20 11:30:00-05:00,181.1300048828125,181.3699951171875,180.60000610351562,180.7449951171875,5338226,0.0,0.0
2024-02-20 12:30:00-05:00,180.7449951171875,180.9499969482422,180.44000244140625,180.50999450683594,3708310,0.0,0.0
2024-02-20 13:30:00-05:00,180.5050048828125,180.83999633789062,180.39999389648438,180.69000244140625,3193463,0.0,0.0
2024-02-20 14:30:00-05:00,180.69000244140625,181.4600067138672,180.47000122070312,181.38270568847656,3858975,0.0,0.0
2024-02-20 15:30:00-05:00,181.38999938964844,181.66000366210938,180.86000061035156,181.61000061035156,6301252,0.0,0.0
2024-02-20 16:00:00-05:00,181.61,194.446,170.6142,181.695,0,0.0,0.0
2024-02-20 17:00:00-05:00,179.1358,193.95296,171.27527,181.55,0,0.0,0.0
2024-02-20 18:00:00-05:00,181.58,181.88,181.55,181.7,0,0.0,0.0
2024-02-21 04:00:00-05:00,181.9,181.9,180.8,181.06,0,0.0,0.0
2024-02-21 05:00:00-05:00,181.06,181.6,180.96,181.5,0,0.0,0.0
2024-02-21 06:00:00-05:00,181.52,181.8,181.5,181.57,0,0.0,0.0
2024-02-21 07:00:00-05:00,181.57,181.97,181.37,181.89,0,0.0,0.0
2024-02-21 08:00:00-05:00,181.88,181.97,180.88,181.575,0,0.0,0.0
2024-02-21 09:00:00-05:00,181.62,181.85,181.36,181.75,0,0.0,0.0
2024-02-21 09:30:00-05:00,181.94000244140625,182.8887939453125,181.52999877929688,182.55999755859375,9104336,0.0,0.0
2024-02-21 10:30:00-05:00,182.55999755859375,182.64999389648438,182.07000732421875,182.15499877929688,4359759,0.0,0.0
2024-02-21 11:30:00-05:00,182.14999389648438,182.3300018310547,181.36000061035156,181.38999938964844,3729837,0.0,0.0
2024-02-21 12:30:00-05:00,181.38999938964844,181.72500610351562,181.05999755859375,181.4199981689453,3311637,0.0,0.0
2024-02-21 13:30:00-05:00,181.42999267578125,181.52000427246094,180.66000366210938,180.9499969482422,3555971,0.0,0.0
2024-02-21 14:30:00-05:00,180.9499969482422,181.30499267578125,180.76499938964844,181.2050018310547,3885929,0.0,0.0
2024-02-21 15:30:00-05:00,181.2100067138672,182.38999938964844,181.2050018310547,182.3300018310547,4689099,0.0,0.0
2024-02-21 16:00:00-05:00,182.33,182.75,176.26471,182.59,0,0.0,0.0
2024-02-21 17:00:00-05:00,182.59,188.505,180.9,182.35,0,0.0,0.0
2024-02-21 18:00:00-05:00,182.36,182.79,182.02,182.47,0,0.0,0.0
2024-02-22 04:00:00-05:00,183.8,184.09,183.35,183.42,0,0.0,0.0
2024-02-22 05:00:00-05:00,183.44,183.77,183.02,183.17,0,0.0,0.0
2024-02-22 06:00:00-05:00,183.17,183.75,183.12,183.6,0,0.0,0.0
2024-02-22 07:00:00-05:00,183.6,183.7,183.17,183.32,0,0.0,0.0
2024-02-22 08:00:00-05:00,183.31,184.11,182.87,183.08,0,0.0,0.0
2024-02-22 09:00:00-05:00,183.09,183.5,180.145,183.33,0,0.0,0.0
2024-02-22 09:30:00-05:00,183.9250030517578,184.19000244140625,182.5240020751953,183.05499267578125,11857133,0.0,0.0
2024-02-22 10:30:00-05:00,183.05999755859375,183.2967987060547,182.4600067138672,183.03500366210938,4961137,0.0,0.0
2024-02-22 11:30:00-05:00,183.0399932861328,183.25999450683594,182.74000549316406,183.05999755859375,3670959,0.0,0.0
2024-02-22 12:30:00-05:00,183.07000732421875,184.11000061035156,183.0,184.0399932861328,4935398,0.0,0.0
2024-02-22 13:30:00-05:00,184.0500030517578,184.9499969482422,183.94000244140625,184.94000244140625,4540628,0.0,0.0
2024-02-22 14:30:00-05:00,184.94000244140625,184.9550018310547,184.38999938964844,184.55999755859375,5171492,0.0,0.0
2024-02-22 15:30:00-05:00,184.56739807128906,184.6199951171875,184.17999267578125,184.3699951171875,7964831,0.0,0.0
2024-02-22 16:00:00-05:00,184.37,184.5108,172.48242,184.2,0,0.0,0.0
2024-02-22 17:00:00-05:00,184.215,184.37,183.91,184.0,0,0.0,0.0
2024-02-22 18:00:00-05:00,184.0,184.31,183.93,184.22,0,0.0,0.0
