Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-18 04:00:00-04:00,144.2,145.65,144.07,145.42,0,0.0,0.0
2024-03-18 07:00:00-04:00,149.21,149.83,149.21,149.8,0,0.0,0.0
2024-03-18 08:00:00-04:00,149.79,150.0,142.57,148.95,0,0.0,0.0
2024-03-18 09:00:00-04:00,148.95,150.19,142.17,149.38,0,0.0,0.0
2024-03-18 09:30:00-04:00,150.17999267578125,152.92999267578125,149.86000061035156,151.7449951171875,19522807,0.0,0.0
2024-03-18 10:30:00-04:00,151.74000549316406,152.1300048828125,151.3000030517578,151.75,6700843,0.0,0.0
2024-03-18 11:30:00-04:00,151.75,151.75,149.6300048828125,149.8000030517578,4782699,0.0,0.0
2024-03-18 12:30:00-04:00,149.81500244140625,149.92999267578125,148.8800048828125,149.36019897460938,3642451,0.0,0.0
2024-03-18 13:30:00-04:00,149.3699951171875,149.39999389648438,148.6999969482422,149.02999877929688,2445321,0.0,0.0
2024-03-18 14:30:00-04:00,149.0399932861328,149.0399932861328,148.13999938964844,148.33999633789062,2867995,0.0,0.0
2024-03-18 15:30:00-04:00,148.33999633789062,148.8300018310547,148.14999389648438,148.49000549316406,3301088,0.0,0.0
2024-03-18 16:00:00-04:00,148.48,148.64,148.2,148.23,0,0.0,0.0
2024-03-18 17:00:00-04:00,148.23,157.2394,148.0,148.21,0,0.0,0.0
2024-03-18 18:00:00-04:00,148.1,148.38,148.04,148.16,0,0.0,0.0
2024-03-18 19:00:00-04:00,148.22,148.35,148.02,148.31,0,0.0,0.0
2024-03-19 04:00:00-04:00,148.19,148.36,147.66,147.84,0,0.0,0.0
2024-03-19 05:00:00-04:00,147.97,148.5,147.89,148.23,0,0.0,0.0
2024-03-19 06:00:00-04:00,148.19,148.2,147.94,148.0,0,0.0,0.0
2024-03-19 07:00:00-04:00,147.97,148.46,147.15,147.15,0,0.0,0.0
2024-03-19 08:00:00-04:00,147.1,148.8,146.8,147.2315,0,0.0,0.0
2024-03-19 09:00:00-04:00,147.31,152.645,142.02,149.08,0,0.0,0.0
2024-03-19 09:30:00-04:00,149.0,149.6199951171875,147.07000732421875,147.61000061035156,4695749,0.0,0.0
2024-03-19 10:30:00-04:00,147.60000610351562,147.8350067138672,147.00999450683594,147.22500610351562,1937723,0.0,0.0
2024-03-19 11:30:00-04:00,147.25,148.47999572753906,147.0399932861328,147.13499450683594,1271329,0.0,0.0
2024-03-19 12:30:00-04:00,147.13999938964844,147.9499969482422,147.08999633789062,147.74000549316406,1555683,0.0,0.0
2024-03-19 13:30:00-04:00,147.77000427246094,148.0124053955078,147.7100067138672,147.80999755859375,1197821,0.0,0.0
2024-03-19 14:30:00-04:00,147.82000732421875,147.9739990234375,147.5800018310547,147.75999450683594,1279935,0.0,0.0
2024-03-19 15:30:00-04:00,147.75999450683594,148.3249969482422,147.7100067138672,147.88999938964844,1859213,0.0,0.0
2024-03-19 16:00:00-04:00,147.88,148.29,147.77,148.1,0,0.0,0.0
2024-03-19 17:00:00-04:00,148.0998,148.1,147.87,147.99,0,0.0,0.0
2024-03-19 18:00:00-04:00,147.98,148.05,147.87,148.01,0,0.0,0.0
2024-03-19 19:00:00-04:00,147.92,148.09,147.92,148.05,0,0.0,0.0
2024-03-20 04:00:00-04:00,147.58,147.86,147.01,147.44,0,0.0,0.0
2024-03-20 05:00:00-04:00,147.44,147.6,147.25,147.6,0,0.0,0.0
2024-03-20 06:00:00-04:00,147.66,147.71,147.58,147.64,0,0.0,0.0
2024-03-20 07:00:00-04:00,147.71,148.2,147.7,148.06,0,0.0,0.0
2024-03-20 08:00:00-04:00,148.1,148.34,147.34,147.99,0,0.0,0.0
2024-03-20 09:00:00-04:00,147.99,149.0,147.62,148.83,0,0.0,0.0
2024-03-20 09:30:00-04:00,148.83999633789062,149.6168975830078,147.92999267578125,148.52999877929688,3291565,0.0,0.0
2024-03-20 10:30:00-04:00,148.5299072265625,148.69500732421875,148.08999633789062,148.60000610351562,1651619,0.0,0.0
2024-03-20 11:30:00-04:00,148.60000610351562,148.8000030517578,148.4199981689453,148.4499969482422,1179849,0.0,0.0
2024-03-20 12:30:00-04:00,148.4199981689453,148.49000549316406,147.90499877929688,147.93499755859375,989563,0.0,0.0
2024-03-20 13:30:00-04:00,147.92999267578125,149.1999969482422,147.6649932861328,148.9600067138672,2340984,0.0,0.0
2024-03-20 14:30:00-04:00,148.99000549316406,149.75999450683594,148.6199951171875,149.6300048828125,2975174,0.0,0.0
2024-03-20 15:30:00-04:00,149.625,149.6999969482422,149.25999450683594,149.67999267578125,2210451,0.0,0.0
